"Time (s) Run #1","Angular Velocity - z (rad/s) Run #1"
15.900,-2.2
15.950,-2.2
16.000,-2.2
16.050,-2.2
16.100,-2.2
16.150,-2.2
16.200,-2.2
16.250,-2.2
16.300,-2.2
16.350,-2.2
16.400,-2.2
16.450,-2.2
16.500,-2.2
16.550,-2.2
16.600,-2.2
16.650,-2.2
16.700,-2.2
16.750,-2.2
16.800,-2.2
16.850,-2.2
16.900,-2.2
16.950,-2.2
17.000,-2.1
17.050,-2.1
17.100,-2.1
17.150,-2.1
17.200,-2.1
17.250,-2.1
17.300,-2.1
17.350,-2.1
17.400,-2.1
17.450,-2.1
17.500,-2.1
17.550,-2.1
17.600,-2.1
17.650,-2.1
17.700,-2.1
17.750,-2.1
17.800,-2.1
17.850,-2.1
17.900,-2.1
17.950,-2.1
18.000,-2.1
18.050,-2.1
18.100,-2.1
18.150,-2.1
18.200,-2.1
18.250,-2.1
18.300,-2.1
18.350,-2.1
18.400,-2.1
18.450,-2.1
18.500,-2.1
18.550,-2.1
18.600,-2.1
18.650,-2.1
18.700,-2.1
18.750,-2.1
18.800,-2.1
18.850,-2.1
18.900,-2.1
18.950,-2.1
19.000,-2.1
19.050,-2.1
19.100,-2.1
19.150,-2.1
19.200,-2.1
19.250,-2.1
19.300,-2.1
19.350,-2.1
19.400,-2.1
19.450,-2.1
19.500,-2.1
19.550,-2.1
19.600,-2.1
19.650,-2.1
19.700,-2.1
19.750,-2.1
19.800,-2.1
19.850,-2.1
19.900,-2.1
19.950,-2.1
20.000,-2.1
20.050,-2.1
20.100,-2.1
20.150,-2.1
20.200,-2.1
20.250,-2.1
20.300,-2.1
20.350,-2.1
20.400,-2.1
20.450,-2.1
20.500,-2.1
20.550,-2.1
20.600,-2.1
20.650,-2.1
20.700,-2.1
20.750,-2.1
20.800,-2.1
20.850,-2.1
20.900,-2.1
20.950,-2.1
21.000,-2.1
21.050,-2.1
21.100,-2.1
21.150,-2.1
21.200,-2.1
21.250,-2.1
21.300,-2.1
21.350,-2.1
21.400,-2.1
21.450,-2.1
21.500,-2.1
21.550,-2.1
21.600,-2.1
21.650,-2.1
21.700,-2.1
21.750,-2.1
21.800,-2.1
21.850,-2.1
21.900,-2.1
21.950,-2.1
22.000,-2.1
22.050,-2.1
22.100,-2.1
22.150,-2.1
22.200,-2.1
22.250,-2.1
22.300,-2.1
22.350,-2.1
22.400,-2.1
22.450,-2.1
22.500,-2.1
22.550,-2.1
22.600,-2.1
22.650,-2.1
22.700,-2.1
22.750,-2.1
22.800,-2.1
22.850,-2.1
22.900,-2.1
22.950,-2.1
23.000,-2.1
23.050,-2.0
23.100,-2.0
23.150,-2.0
23.200,-2.0
23.250,-2.0
23.300,-2.0
23.350,-2.0
23.400,-2.0
23.450,-2.0
23.500,-2.0
23.550,-2.0
23.600,-2.0
23.650,-2.0
23.700,-2.0
23.750,-2.0
23.800,-2.0
23.850,-2.0
23.900,-2.0
23.950,-2.1
24.000,-2.0
24.050,-2.1
24.100,-2.1
24.150,-2.0
24.200,-2.0
24.250,-2.0
24.300,-2.0
24.350,-2.0
24.400,-2.0
24.450,-2.0
24.500,-2.0
24.550,-2.0
24.600,-2.0
24.650,-2.0
24.700,-2.0
24.750,-2.0
24.800,-2.0
24.850,-2.0
24.900,-2.0
24.950,-2.0
25.000,-2.0
25.050,-2.0
25.100,-2.0
25.150,-2.0
25.200,-2.0
25.250,-2.0
25.300,-2.0
25.350,-2.0
25.400,-2.0
25.450,-2.0
25.500,-2.0
25.550,-2.0
25.600,-2.0
25.650,-2.0
25.700,-2.0
25.750,-2.0
25.800,-2.0
25.850,-2.0
25.900,-2.0
25.950,-2.0
26.000,-2.0
26.050,-2.0
26.100,-2.0
26.150,-2.0
26.200,-2.0
26.250,-2.0
26.300,-2.0
26.350,-2.0
26.400,-2.0
26.450,-2.0
26.500,-2.0
26.550,-2.0
26.600,-2.0
26.650,-2.0
26.700,-2.0
26.750,-2.0
26.800,-2.0
26.850,-2.0
26.900,-2.0
26.950,-2.0
27.000,-2.0
27.050,-2.0
27.100,-2.0
27.150,-2.0
27.200,-2.0
27.250,-2.0
27.300,-2.0
27.350,-2.0
27.400,-2.0
27.450,-2.0
27.500,-2.0
27.550,-2.0
27.600,-2.0
27.650,-2.0
27.700,-2.0
27.750,-2.0
27.800,-2.0
27.850,-2.0
27.900,-2.0
27.950,-2.0
28.000,-2.0
28.050,-2.0
28.100,-2.0
28.150,-2.0
28.200,-2.0
28.250,-2.0
28.300,-2.0
28.350,-2.0
28.400,-2.0
28.450,-2.0
28.500,-2.0
28.550,-2.0
28.600,-2.0
28.650,-2.0
28.700,-2.0
28.750,-2.0
28.800,-2.0
28.850,-2.0
28.900,-2.0
28.950,-2.0
29.000,-2.0
29.050,-2.0
29.100,-2.0
29.150,-2.0
29.200,-2.0
29.250,-2.0
29.300,-2.0
29.350,-2.0
29.400,-2.0
29.450,-2.0
29.500,-2.0
29.550,-2.0
29.600,-2.0
29.650,-2.0
29.700,-2.0
29.750,-2.0
29.800,-2.0
29.850,-2.0
29.900,-2.0
29.950,-2.0
30.000,-2.0
30.050,-2.0
30.100,-2.0
30.150,-1.9
30.200,-1.9
30.250,-1.9
30.300,-1.9
30.350,-1.9
30.400,-1.9
30.450,-1.9
30.500,-1.9
30.550,-1.9
30.600,-1.9
30.650,-1.9
30.700,-1.9
30.750,-1.9
30.800,-1.9
30.850,-1.9
30.900,-1.9
30.950,-1.9
31.000,-1.9
31.050,-1.9
31.100,-1.9
31.150,-1.9
